"GeneID","GO_Terms","1S","10S","11S","13S","14S","15S","2S","20S","21S","23S","26S","3S","5S","6S","7S","1P1","10P1","11P1","13P1","14P1","15P1","2P1","20P1","21P1","23P1","26P1","3P1","5P1","6P1","7P1","1P2","10P2","11P2","13P2","14P2","15P2","2P2","20P2","21P2","23P2","26P2","3P2","5P2","6P2","7P2","pval.P1vsP2","padj.P1vsP2","pval.P1vsS","padj.P1vsS","pval.P2vsS","padj.P2vsS","GeneName"
"ENSAPEG00000000269","GO:0003779",-2.273863318,-2.275038557,-2.277557491,-2.27343142,-2.275723801,-2.281616302,-2.275167721,-2.279421475,-2.222886157,-2.279701075,-2.280221866,-2.272954172,-2.272548209,-2.247920957,-2.274643698,-2.271514992,-2.272405756,-2.274131,-2.272862129,-2.277462323,-2.274431988,-2.271393564,-2.276289468,-2.278299814,-2.272104247,-2.27449782,-2.273932329,-2.273642717,-2.272989545,-2.272689334,-2.275457567,-2.27518731,-2.279696756,-2.278713482,-2.278800332,-2.269875621,-2.275844599,-2.278845739,-2.277660517,-2.279787466,-2.27603518,-2.273465941,-2.273416206,-2.27528675,-2.274357245,1,NA,0.933260364,NA,0.864732378,1,"TLNRD1"
"ENSAPEG00000000282","GO:0007165;GO:0008083",2.601592901,2.291099819,2.721201229,2.858162825,2.78198056,2.647895905,3.281942539,3.345522682,3.121173605,2.938202017,2.811346694,2.71344054,3.03366063,2.97390812,3.142327879,3.270499937,3.106954764,2.834907332,2.877082225,2.914718776,2.586089986,2.925830659,3.232507928,2.939911401,3.118478883,2.584293677,2.684731129,2.851139233,2.712403621,2.721200654,2.990616166,2.647818451,2.885772022,3.172617917,3.025712589,2.891957233,2.628467518,2.972356675,3.019960186,2.827516951,2.699195248,3.000030004,3.2505606,2.997106744,2.751869796,0.871154709,0.984205687,0.996271748,0.998878173,0.861424538,1,"fgf7"
"ENSAPEG00000000388","GO:0000166;GO:0005524;GO:0005794;GO:0003774;GO:0003779;GO:0051015;GO:0016459;GO:0005905;GO:0030136;GO:0005515;GO:0007605;GO:0005902;GO:0030175;GO:0032587;GO:0048731;GO:0035479;GO:0048844;GO:0010996;GO:0048840;GO:0060117;GO:0071599",5.047532096,4.78506801,4.943491291,4.715364516,4.715968956,5.287249015,4.619958363,4.808627275,4.970179236,4.700271744,4.622000003,4.594327963,4.865862762,4.998481412,4.837395272,4.74841278,4.807155137,4.775530471,4.477489952,4.646955589,4.987791295,4.550936989,4.422744054,4.830371044,4.639155723,4.930641045,4.786830258,4.668721693,4.933742114,4.720959578,4.351265876,4.618891186,4.937098571,5.091200749,4.972596182,5.203662427,4.928915298,4.650201028,4.577858343,4.695224417,4.785175474,4.935261742,4.608078412,4.77080321,5.067601049,0.181870461,0.694272137,0.12237771,0.476146702,0.841487008,1,"myo6a"
"ENSAPEG00000000564","GO:0000166;GO:0005524;GO:0003774;GO:0003779;GO:0016459;GO:0051015;GO:0005515;GO:0110165;GO:0048731",5.27714383,5.132155573,5.116525642,5.151374969,5.230072565,5.12417195,5.522384838,5.121636422,5.213816511,5.085206126,5.196034039,5.284547674,5.496062404,5.401721572,5.362461797,5.321456727,4.830648576,5.496686464,5.454229144,4.961900977,4.888728113,5.157760532,4.872221669,4.912233299,4.729677601,4.916030039,5.173945165,5.083480797,5.424020565,4.525747238,5.081810195,5.098080162,5.177527413,5.359074921,5.141272916,5.39496267,5.200446201,4.927157894,5.066591293,5.040957894,5.500536488,5.437378583,5.068255697,5.4784263,4.794708191,0.245248168,0.759126296,0.056442406,0.326648188,0.447678652,1,"MYO5A"
"ENSAPEG00000000615","GO:0008083",-1.893523072,-1.896361393,-1.970011524,-1.960046643,-1.898016327,-1.979813964,-1.964239986,-1.974513233,-1.973108005,-1.975188496,-1.976446258,-1.958894042,-1.957913598,-1.966002937,-1.895407769,-1.955418274,-1.95756956,-1.961736201,-1.958671749,-1.969781682,-1.962463116,-1.955125013,-1.966949119,-1.97180431,-1.956841387,-1.962622107,-1.961256389,-1.960556947,-1.958979469,-1.958254431,-1.964939994,-1.964287295,-1.975178066,-1.972803359,-1.905446461,-1.883892379,-1.965874716,-1.905556124,-1.970260341,-1.907830491,-1.966334987,-1.960130016,-1.9600099,-1.964527453,-1.962282605,0.779345559,NA,0.764716228,NA,0.987741879,1,"FGF6"
"ENSAPEG00000000670","GO:0030036;GO:0016043;GO:0003779;GO:0031267",4.910934618,4.926415323,5.116998508,5.022264858,4.858677433,4.988322596,4.647711679,4.719134086,5.055666499,4.861623594,4.672357094,4.66142318,4.64452694,4.927872692,4.835834366,4.699898392,4.527730723,5.158843109,4.810244018,4.907599745,5.067163773,4.623367489,4.741039397,4.902971731,4.498713635,4.718347815,5.262739882,5.140508724,4.991716592,5.173968791,4.728369718,4.504234082,4.943943988,4.760714152,4.958686164,5.082423027,4.610397685,4.676824389,4.941816429,4.790959125,4.784540894,5.151402106,4.937131919,4.798694422,4.758986081,0.294011141,0.801049384,0.720375558,0.918100142,0.468890624,1,"INF2"
"ENSAPEG00000000818","GO:0007165;GO:0008083",4.368045903,4.266667719,4.351340368,4.469187789,4.695292908,4.19264247,4.260030703,4.480342663,4.539952304,4.383467038,4.485062536,3.985003305,4.554898766,4.408124025,4.202487546,4.105911669,4.444651424,4.606920508,4.198313254,4.323373661,4.4881605,4.692451107,4.791906203,4.694915333,4.616433083,4.294496683,4.618155528,4.338642567,4.736541407,4.300503388,4.499710358,4.131403469,4.066903197,4.597937268,4.462113537,4.534888728,4.302915585,4.590156162,4.634670443,4.485069166,4.620742888,4.388884382,3.964520116,4.441412224,4.381406268,0.261978894,0.772564368,0.129743117,0.489114422,0.692455148,1,"fgf24"
"ENSAPEG00000000840","GO:0000166;GO:0005524;GO:0003774;GO:0003779;GO:0016459;GO:0005515;GO:0048731",1.687801306,1.768211225,1.720881856,1.988785051,1.847149863,1.794045681,1.947276349,1.845687221,1.859504022,1.912292067,2.032202352,2.000159035,2.09870725,1.752065187,1.959819153,2.034312712,2.013202041,1.972080149,2.322947069,2.044291888,2.049639965,1.939742976,2.216162638,1.94865072,1.823039506,1.873497942,2.062678719,1.794380792,1.999316735,2.178096478,1.760338398,1.666893474,1.981873095,2.076790684,2.074216519,2.072861982,1.753063272,1.859358605,2.108047269,2.045014475,1.749480413,1.584645707,1.798615034,1.856547185,1.876515565,0.074868567,0.499300026,0.047186299,0.298641491,0.845719192,1,"MYO16"
"ENSAPEG00000000849","GO:0005143;GO:0006955;GO:0008083;GO:0005576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"il12a"
"ENSAPEG00000000911","GO:0005737;GO:0005856;GO:0003779;GO:0051015;GO:0007015;GO:0030674",1.768307701,1.852159131,1.593638455,2.822959884,1.62320629,1.620831858,3.044847733,1.563075117,1.57266141,1.558455826,1.826574826,2.784176805,1.67283554,1.931011606,1.860568822,2.780534774,1.675006541,1.87144565,2.592735097,1.59518645,1.757801152,3.026106805,2.527141219,1.684798666,1.800340039,1.756580473,2.910654828,2.493172764,1.784311496,2.200131164,1.843205782,1.743743704,1.657948883,1.948298012,2.308215516,3.037323802,2.192636489,1.572560863,1.88859024,1.656199603,1.830817448,2.931803364,2.087584203,1.945631373,2.152989065,0.558148952,0.920958253,0.447128441,0.788034792,0.864583878,1,"fscn2b"
"ENSAPEG00000000913","GO:0003779;GO:0016043;GO:0030036;GO:0031267;GO:0060026",7.012446518,7.170183114,7.251036535,7.334120795,7.288038407,7.3210659,7.264055727,7.431783068,7.37253806,7.25347811,7.050541418,7.318305179,7.231851582,7.205483644,7.226604992,7.255086902,7.183771856,7.427480902,7.193411512,7.518855206,7.255663866,7.329978121,7.375793621,7.319961146,7.364377562,7.110567591,7.460169118,6.963348532,7.159637917,7.129355757,7.275693634,7.166836055,7.163272993,7.244037813,7.293838531,7.562372036,7.27938347,7.324837417,7.356070016,7.413433419,7.284123129,7.252295405,7.321175534,7.268612007,7.373767283,0.943455973,0.992186697,0.299477242,0.68448715,0.319915265,1,"daam1b"
"ENSAPEG00000000937","GO:0003779;GO:0005515",6.916315716,6.879121677,7.03667272,7.334446538,6.923260189,7.005004215,6.798117655,7.0410768,7.164365169,7.091581184,6.93253738,6.6263983,6.989700094,7.168598682,6.695770244,6.735630835,7.009087898,7.194824025,7.197341774,7.290753444,6.912649366,6.756340797,6.739207577,6.827050773,7.244092334,6.726552207,7.355722331,7.045431051,7.108386786,6.921927072,6.957931141,6.81518813,7.117910062,7.086277024,7.333145925,7.421288127,6.906741631,7.174367453,6.788078967,7.02599738,6.783586586,6.934830531,7.036155101,7.250762481,6.969817352,0.871451671,0.984300528,0.57794848,0.859281645,0.464181578,1,"UACA"
"ENSAPEG00000001026","GO:0016020;GO:0007165;GO:0008083",3.420064848,3.491442959,3.672126918,3.616845012,3.569471845,3.217298306,3.485983055,4.056192908,3.730275898,3.794536281,3.733480141,3.171442484,3.711451543,3.455170279,3.563988424,3.219227118,3.26722835,3.790912599,3.583736715,3.718831307,3.266485095,3.583777378,3.438665729,3.354393255,3.674904366,3.773415899,3.21369168,3.550577449,3.89307849,3.400280253,3.528617217,3.304600956,3.893083602,3.773960685,3.805818266,3.35568,3.880642114,3.906094121,3.935107194,3.719918807,3.653913298,3.915313572,3.500374145,3.948729824,3.124744174,0.047356821,0.416674266,0.386939675,0.751534073,0.237165291,1,"PDGFC"
"ENSAPEG00000001049","GO:0005737;GO:0003779;GO:0005515",8.573105045,8.450431378,8.695193603,8.704847168,8.184209457,8.45869938,8.41565883,9.107658674,9.131070717,8.976050939,8.629666187,7.947623866,8.663248631,8.596632079,8.646045908,8.800408754,8.786418164,8.770671126,8.602291811,8.63433553,8.43264549,8.719782692,8.895608911,8.920444524,9.088861984,8.892704379,8.887386314,9.024162233,9.318429319,8.980796296,8.262176781,8.334325865,8.920754267,8.857478498,8.575779149,8.854670969,8.121412073,8.641608424,8.978599635,8.625659424,8.647387219,8.574099437,8.942299198,8.472641927,8.820285744,0.041332592,0.38979771,0.030919607,0.242111907,0.927421441,1,"NEB"
"ENSAPEG00000001052","GO:0007165;GO:0005576;GO:0008083",1.50945736,1.690750423,1.723094064,1.818500112,1.582024828,1.554823394,1.592052146,2.020812553,1.43351753,2.125367586,1.805441676,1.407201626,1.838812945,1.761511622,2.035506278,1.65707309,1.531203418,1.889896949,1.633300825,1.725295463,1.38950345,1.546102421,1.752441726,1.535361322,1.535660175,1.499898527,1.5084202,1.71950415,1.732896706,1.41033902,1.856157373,1.687677683,2.011878723,1.77352375,1.69438254,1.442910324,1.674085854,2.575351414,1.720711269,2.066910026,1.576400265,2.070401665,1.516161299,1.860502692,1.502020626,0.006950476,0.176124303,0.078118181,0.386677666,0.296256166,1,"inhbab"
"ENSAPEG00000001059","GO:0007165;GO:0008083;GO:0001708;GO:0001756;GO:0003007;GO:0003208;GO:0007368;GO:0007420;GO:0007422;GO:0007492;GO:0007498;GO:0009880;GO:0009887;GO:0009952;GO:0009953;GO:0010002;GO:0014709;GO:0021549;GO:0021555;GO:0021571;GO:0021572;GO:0021588;GO:0021703;GO:0030177;GO:0030182;GO:0030335;GO:0030878;GO:0030901;GO:0030902;GO:0030903;GO:0030916;GO:0030917;GO:0031076;GO:0035050;GO:0042664;GO:0043049;GO:0046850;GO:0048263;GO:0048339;GO:0048665;GO:0048702;GO:0048705;GO:0048709;GO:0048839;GO:0051146;GO:0051216;GO:0055012;GO:0060037;GO:0060041;GO:0060059;GO:0060271;GO:0060788;GO:0061053;GO:0061195;GO:0061386;GO:0070121;GO:0071599;GO:0005615;GO:0005764",-1.136477153,-1.1413393,-1.039574249,-1.134690323,-1.028709164,-1.063665024,-1.026129565,-1.154618784,-1.047201636,-1.155274077,-1.156494435,-1.132715876,-1.13103634,-1.144893669,-1.139705707,-1.011017654,-1.13044699,-1.02184049,-1.016590973,-1.150036264,-1.138829829,-0.89477118,-1.146514513,-1.043989457,-1.129199604,-1.139102186,-1.136762662,-1.135564491,-0.901374002,-1.131620199,-1.14307281,-1.141954713,-1.155263955,-1.046451034,-1.046967834,-1.119979429,-1.144674022,-1.153269832,-0.93743726,-0.957207133,-1.145462483,-1.134833144,-1.13462738,-0.915378954,-1.0227765,0.706628189,NA,0.278385207,NA,0.475478162,1,"fgf8a"
"ENSAPEG00000001138","GO:0007165;GO:0008083",4.153252262,4.007265614,4.006437676,3.5900568,4.059113396,4.060684157,4.16793125,4.179889449,4.32718284,3.781790737,4.221860136,3.854200218,3.927785459,4.050356933,4.195198479,4.227813002,4.13678614,4.13965906,4.017650394,4.191190767,3.788867588,3.864088421,4.352944739,4.042951599,4.103598935,4.078144561,4.346960485,3.823727592,4.240398577,3.921369192,4.191216509,3.858871715,4.1036079,4.388240263,4.052186412,3.929707332,4.132814514,4.04981636,4.449079637,4.352246665,4.083819403,4.037596455,3.991350253,4.200199743,3.73638493,0.898179403,0.987723669,0.432731223,0.780900222,0.340780037,1,"fgf2"
"ENSAPEG00000001154","GO:0046872;GO:0000166;GO:0007165;GO:0005524;GO:0003774;GO:0003779;GO:0016459;GO:0005096;GO:0035556;GO:0000146;GO:0005515;GO:0048731;GO:0048468",7.723417272,7.822166275,7.831829139,8.290559799,8.119726156,7.9491924,7.720430014,7.972422765,7.96259943,7.893220694,7.806883062,7.884500424,7.913874568,7.80596441,7.70051454,7.845801752,7.903428692,7.83967399,8.026510069,8.449022812,8.340602641,7.724269279,7.795449935,7.906130664,7.843688779,8.063101719,8.206936712,7.809036136,8.061882177,7.929051402,8.064697827,8.080950224,7.851579542,8.131476266,8.230377434,8.562594584,7.549980396,7.845495919,7.873794527,7.636439376,7.873707551,7.912111327,7.876413297,7.611476053,7.970387045,0.575013814,0.926996016,0.210774228,0.593944483,0.489670217,1,"MYO9B"
"ENSAPEG00000001156","GO:0007165;GO:0005576;GO:0008083;GO:0005615;GO:0005160;GO:0051781;GO:0030278;GO:0060218;GO:0061035",6.225694152,6.267983863,6.644294513,6.66318283,6.295278393,6.326651871,5.939493653,6.877071666,6.807847281,6.573103158,6.543085727,5.552591773,6.342611125,6.407193696,6.144899835,6.292617126,5.891288034,6.623790234,6.640664474,6.681837546,5.917489199,6.184577268,6.811311095,6.666206005,6.61582084,6.482605053,6.08501908,6.166591595,6.482936749,6.374678602,5.887126214,5.921419706,6.642635803,6.360315268,6.65886317,5.840050438,6.188001919,6.456166078,6.719456367,6.390180613,5.994302299,6.066256429,6.134845599,6.185863202,6.00841234,0.196234865,0.706934604,0.969180741,0.993347795,0.172754623,1,"tgfb3"
"ENSAPEG00000001353","GO:0046872;GO:0005737;GO:0003779;GO:0004497;GO:0071949;GO:0005515;GO:0048513",6.438448371,5.799235364,5.987750478,5.425657759,5.92586391,5.867656131,5.85639814,5.305872715,5.341420663,5.690084827,5.416835449,6.003453552,6.140261453,6.305041058,5.938245281,6.240616665,6.134875239,5.59241257,5.976451527,5.50251788,6.584100591,5.850055967,5.41606272,5.726059347,5.824496624,5.817528762,5.561379985,5.989528336,6.049100012,6.004669679,5.702670318,5.932306825,5.717227779,5.990614874,5.721673706,5.989464251,6.001642564,5.281512672,5.311298829,5.76312376,5.554297931,5.696863133,6.1250294,5.895411492,6.102799876,0.504236311,0.904040398,0.768274952,0.935483957,0.698805952,1,"mical1"
"ENSAPEG00000001418","GO:0007165;GO:0005576;GO:0008083;GO:0030971;GO:0030116;GO:0048731",-2.273861728,-2.275028683,-2.277529863,-2.273432874,-2.275709097,-2.281560065,-2.275156937,-2.279380708,-2.278802959,-2.279658338,-2.280175457,-2.272958991,-2.272555888,-2.275881761,-2.274636608,-2.271529954,-2.272414439,-2.274127524,-2.272867596,-2.277435365,-2.27442639,-2.271409382,-2.276270777,-2.278266954,-2.272115056,-2.274491758,-2.273930253,-2.273642682,-2.272994114,-2.272696019,-2.247665201,-2.275176388,-2.279654049,-2.278677706,-2.278763943,-2.269902139,-2.275829044,-2.251029492,-2.277632163,-2.251964581,-2.276018281,-2.273467153,-2.273417768,-2.275275127,-2.274352174,0.943621943,NA,1,NA,0.873585485,1,"GDNF"
"ENSAPEG00000001464","GO:0005737;GO:0000166;GO:0005856;GO:0005524;GO:0003774;GO:0003779;GO:0016459;GO:0005515;GO:0048731",1.954890414,2.027812765,1.873231557,3.246590641,1.811028316,1.600362328,2.976411172,1.737922182,1.844475796,1.732330644,1.624636312,2.973016233,2.088279484,2.006717071,2.037472445,2.486227289,2.091701843,1.727808613,2.359135967,1.672108877,1.94246996,3.254994951,2.329219366,1.657802702,2.098930711,1.941028035,2.815861618,3.097218924,1.746349279,2.447762119,1.919917311,1.925878227,1.633736914,2.317698692,2.174731883,3.473286025,2.008023578,1.844338315,1.668732566,1.992556055,1.90713767,2.340483112,1.964609545,2.436576926,2.139072214,0.596922068,0.932554004,0.80819932,0.94911403,0.767466293,1,"MYO15A"
"ENSAPEG00000001747","GO:0003779;GO:0051015;GO:0005515",6.390664593,6.19414561,6.369016945,6.35599373,6.312040448,6.384178877,5.85895678,6.523711169,6.494086883,6.457501322,6.356267276,6.560940105,6.518131932,6.346177564,6.409342292,6.431776036,6.357231574,6.456269135,6.12784742,6.470437323,6.37635721,6.207225623,6.543512864,6.564329302,6.446454355,6.283773852,6.410578415,6.34165058,6.359221166,6.432798103,6.192968602,6.439461096,6.433867026,6.09864404,6.368141628,5.990439775,6.327039792,6.609465474,6.601725271,6.004107662,6.45446928,6.071813998,6.44602354,6.177582361,6.078587469,0.339004592,0.8259351,0.936597556,0.985240552,0.363694424,1,"flii"
"ENSAPEG00000001818","GO:0007165;GO:0005576;GO:0008083;GO:0005615;GO:0005160;GO:0051781",5.098931083,5.165179503,5.318056635,5.262088639,5.197665597,4.970428457,5.367407028,5.580857335,5.897010294,5.534936709,5.290518939,4.610554283,5.487894406,5.06222739,5.463347235,5.378701602,5.026890893,5.66843931,5.839465052,5.244953001,5.06573371,5.713941852,6.086103871,5.463204485,5.515925317,5.387734592,5.645216627,5.62664295,5.912105302,5.253245928,5.114417719,4.623413432,5.434394084,5.264007988,5.44657246,5.238728205,5.091402344,5.309979928,5.613313127,5.140401169,5.471636481,5.311073222,5.715590401,5.442585389,5.070091115,0.008244428,0.189971122,0.019745726,0.193145334,0.728854036,1,"TGFB3"
"ENSAPEG00000001864","GO:0000166;GO:0005524;GO:0003774;GO:0003779;GO:0051015;GO:0016459;GO:0005515;GO:0048731",7.145705185,7.48512186,7.802323158,8.094718101,8.230162273,7.46128553,7.358975173,7.712231843,7.587141091,7.431175353,7.325707702,7.426871325,7.866211601,7.664555017,7.48960658,7.138882735,7.541766924,7.694048454,7.791947037,8.16055635,7.876420673,7.383674327,7.752397317,7.352853027,7.275288724,7.646413347,7.80355935,7.479915987,7.564927359,7.371952804,7.57700644,7.59651476,7.790111544,7.558675298,8.104901255,7.624103107,7.367956041,7.696334473,7.660494878,7.542766991,7.649824449,7.317598843,7.595540006,7.518859614,7.551389318,0.972204479,0.997844691,0.790244596,0.942456151,0.760708537,1,"myh9a"
"ENSAPEG00000001866","GO:0007165;GO:0005576;GO:0005179;GO:0008083;GO:0031101;GO:0110021",2.586096118,3.074886076,2.978405469,2.852864201,3.108247895,3.065796681,2.940325885,2.907665941,3.138660366,3.277988382,2.931257467,2.868084881,3.033208043,2.914497065,3.15125724,2.91389938,2.885560285,3.230922056,3.022070396,3.246337972,3.380821426,2.648911532,3.026866171,3.112017108,2.895159524,3.031438653,2.912371306,3.128661556,3.76945294,2.616068824,2.788178577,3.069166229,3.054009959,2.876257048,3.438988608,2.878066393,3.103447545,3.185664743,2.914801799,3.050260629,3.036612169,2.596261624,2.772748757,2.866670087,2.898030237,0.305017436,0.807646495,0.299683449,0.68448715,0.997166625,1,"inhbaa"
"ENSAPEG00000001937","GO:0005856;GO:0003779",9.172047772,9.927234596,10.07951881,9.370403451,9.444393368,9.495907026,10.04728192,9.409517879,9.937012714,10.23738633,10.26078402,9.611691337,9.717433116,9.428678671,9.913490336,9.714632556,10.18288687,9.886912212,9.540828115,9.398891486,9.368117673,10.04272253,9.766734845,9.92064304,10.48404648,10.35784543,9.812370282,10.04882899,10.24966296,9.790881048,9.474560608,9.509564976,10.28742721,9.493839618,9.471780174,9.315961854,9.745789784,9.767392434,10.12797357,9.771993797,9.923192538,9.763752278,9.976805872,9.810794373,9.793298435,0.216054643,0.73004303,0.200809358,0.582315151,0.979794023,1,"tpma"
"ENSAPEG00000001974","GO:0007165;GO:0005576;GO:0008083",3.383750784,3.276310944,3.566715276,3.340437028,3.188309277,3.295313456,3.271168277,3.518022275,3.3300736,3.71842954,3.358123995,3.155967385,3.375763995,3.05194169,3.292043468,3.541902848,3.2473938,3.430362502,3.595665552,3.289654801,3.417578315,2.965558245,3.391768071,3.400551501,3.029356909,3.235404907,3.121378423,3.268323292,3.74079058,3.305071544,3.318099364,3.077021391,3.685552331,3.469948375,3.586929028,3.264632545,3.302211559,3.545705711,3.381865837,2.915455388,3.17637125,3.339057262,3.139629329,3.48709645,2.957909447,0.923959992,0.990204361,0.775989079,0.938777044,0.846365662,1,"bmp6"
"ENSAPEG00000001995","GO:0005737;GO:0005856;GO:0003779;GO:0007155;GO:0051015;GO:0005200;GO:0007010;GO:0005925;GO:0001726",2.488863024,2.208166239,2.30384522,2.502074198,2.572136293,2.048996666,2.591098589,2.617277709,2.466579419,2.496567581,2.420264832,2.4353904,2.606870136,2.6927195,2.125343562,2.640409856,2.363904089,2.555476295,2.163886911,2.746129552,2.031248474,2.295792524,2.340049278,2.420760274,2.459622825,2.308685847,2.486751948,2.495611148,2.515587452,2.356440081,2.283272765,2.371563778,2.437814816,2.531211466,2.33833361,2.116531101,2.099180788,2.466373723,2.372924017,2.493547046,2.184014977,2.501018307,2.247343761,2.287797767,1.927448134,0.250647557,0.765457689,0.747612707,0.926673237,0.125566805,1,"tln2a"
"ENSAPEG00000002133","GO:0016020;GO:0005576;GO:0008083;GO:0001947;GO:0048666;GO:0060027;GO:1900145;GO:1904086;GO:0009798;GO:0030509;GO:0038092;GO:0060972;GO:0032991",-0.194264931,-0.206600714,-0.233256672,-0.430784702,-0.322610586,-0.365795013,-0.207961673,-0.349708597,-0.345431721,-0.166469618,-0.456527688,-0.302699069,-0.180588906,-0.215668432,-0.435268271,-0.423864208,-0.427052981,-0.433363199,-0.428705891,-0.445924668,-0.434480105,-0.291752099,-0.32673223,-0.449133184,-0.425967945,-0.434724967,-0.432628389,-0.431560813,-0.429169564,-0.182048827,-0.320675848,-0.318715614,-0.4545056,-0.344504483,-0.451056006,-0.281351399,-0.439775124,-0.246924261,-0.234349886,-0.256898008,-0.217122526,-0.43091134,-0.189598243,-0.43767435,-0.434202346,0.07976384,NA,0.009169733,NA,0.371304249,1,"gdf3"
"ENSAPEG00000002153","GO:0003779;GO:0030036;GO:0016043;GO:0044087;GO:0110053",9.606037881,9.432460802,9.533119151,9.483512199,9.527833474,9.57575932,9.426034642,9.822251033,9.652617099,9.537828717,9.585413343,9.278563358,9.587286579,9.524419632,9.727592604,9.406653739,9.404765397,9.624700323,9.530841153,9.49627331,9.304910232,9.570981694,9.763230558,9.75857322,9.745755054,9.470932095,9.354229965,9.444171031,9.655381999,9.434784433,9.258848044,9.363794672,9.617222331,9.641249969,9.639717603,9.217757516,9.474165365,9.830521604,9.759390205,9.548635354,9.564577644,9.332660884,9.499625566,9.471957264,9.500071816,0.981007266,0.998775815,0.69414152,0.907774883,0.673488024,1,"pfn2a"
"ENSAPEG00000002212","GO:0003779;GO:0051693;GO:0051016;GO:0008290",6.904828563,7.330277295,7.282045593,7.080859212,7.287111749,7.263352214,6.993523356,7.142959243,7.082871025,7.095863416,7.107201991,7.524664109,7.01465979,7.074170293,7.004914149,7.355305691,7.533985219,7.228177244,6.973530341,7.506191895,7.434800629,7.034597474,7.422074347,7.336794079,7.273873057,7.363078253,6.900108339,7.284520203,7.234521263,7.422415447,7.466906452,7.507955324,7.085118516,7.149443695,7.148858619,7.108143878,7.221840512,7.316653142,7.311986008,7.073124883,7.300937821,6.882231106,7.561319067,7.109822407,7.66063877,0.685470212,0.95056705,0.027022023,0.228713257,0.067612968,1,"capza1a"
"ENSAPEG00000002384","GO:0046872;GO:0005737;GO:0003779;GO:0004497;GO:0071949;GO:0005515;GO:0048513",6.243059592,5.963835357,5.843508946,6.131608421,5.839260646,6.18327141,6.254462751,6.03244006,6.135843505,6.221617822,5.967443921,5.755189735,6.423538799,6.143125762,6.189848208,6.214147866,6.18538626,6.142768208,6.108061221,5.960546065,5.800187112,6.087982128,5.834959234,5.930836313,6.041226847,5.967918763,6.519643921,5.957819462,6.21996879,5.833857305,6.06752455,5.92268755,6.024593979,6.091455665,6.30259335,6.151741351,6.15924023,6.125018316,5.973442096,5.963430528,6.108414894,6.114233164,6.006389976,5.947498929,5.82334303,0.892181921,0.986345637,0.615618147,0.874838252,0.511806309,1,"mical3a"
"ENSAPEG00000002492","GO:0008083;GO:0005104;GO:0001501;GO:0001708;GO:0007422;GO:0009880;GO:0009952;GO:0009953;GO:0014032;GO:0021571;GO:0021572;GO:0021703;GO:0021984;GO:0021985;GO:0030177;GO:0030335;GO:0030901;GO:0030902;GO:0030916;GO:0042472;GO:0043049;GO:0043066;GO:0045666;GO:0048665;GO:0048666;GO:0048702;GO:0048709;GO:0048840;GO:0048920;GO:0050769;GO:0051216;GO:0060041;GO:0060059;GO:0060118;GO:0071599;GO:0071696;GO:0005615;GO:0031012;GO:0021854;GO:0008283;GO:0016055",-1.694883203,-1.779090566,-1.786366672,-1.774448246,-1.781069938,-1.79809081,-1.779463665,-1.791750909,-1.709257587,-1.792558552,-1.794062889,-1.773069686,-1.771897034,-1.70075962,-1.777949991,-1.768912519,-1.771485549,-1.695656421,-1.772803814,-1.786091771,-1.615713233,-1.768561767,-1.782703904,-1.78851092,-1.770614623,-1.615903394,-1.775895155,-1.775058592,-1.773171861,-1.772304684,-1.780300905,-1.779520248,-1.792546077,-1.789705826,-1.547518869,-1.764177091,-1.781418872,-1.790087859,-1.786664268,-1.792808099,-1.781969376,-1.774547965,-1.7744043,-1.779807488,-1.777122553,0.815827915,NA,0.863362615,NA,0.94882029,1,"fgf3"
"ENSAPEG00000002516","GO:0007165;GO:0008083;GO:0007368;GO:0060271;GO:0070121;GO:0048339;GO:0060063",-1.96093233,-1.963715148,-1.969679669,-1.959909649,-1.96533772,-1.913045026,-1.964020992,-1.974093348,-1.972715599,-1.908510008,-1.909743175,-1.958779587,-1.957818315,-1.965749468,-1.962780172,-1.955371787,-1.957481005,-1.89532077,-1.95856164,-1.969454322,-1.962278868,-1.888838863,-1.966677148,-1.971437397,-1.956767071,-1.896189352,-1.961095739,-1.960409974,-1.958863343,-1.958152483,-1.898461914,-1.964067376,-1.97474518,-1.97241691,-1.97262256,-1.951489963,-1.965623755,-1.972730078,-1.969923621,-1.97495997,-1.966075026,-1.893745994,-1.959873624,-1.964302838,-1.962101887,0.821484032,NA,0.906900463,NA,0.910360239,1,"fgf4"
